Candidate,Party,First_pref_count,First_pref_pct,Quota,Elected_on_Count,Status,Seat,Gender,Election_date,Electorate,number_of_candidates,seats_available,constituency_name,constituency_name_as_Gaeilge,quota,Outgoing
Paddy Gallagher,Workers',4577,0.10679999999999999,0.53,0,,,Male,1982-11-24,not available,10,4,Waterford,Port Lairge,8574,
Brian O'Shea,Labour,1760,0.041100000000000005,0.21,0,,,Male,1982-11-24,not available,10,4,Waterford,Port Lairge,8574,
Michael D'Arcy Snr,Fine Gael,7943,0.1577,0.95,0,1,,Male,1982-11-24,not available,10,5,Wexford,Loch Garman,8394,
Ivan Yates,Fine Gael,7166,0.1423,0.85,0,2,,Male,1982-11-24,not available,10,5,Wexford,Loch Garman,8394,
Hugh Byrne,Fianna Fail,6492,0.12890000000000001,0.77,0,3,,Male,1982-11-24,not available,10,5,Wexford,Loch Garman,8394,
Avril Doyle,Fine Gael,5753,0.1142,0.69,0,4,,Female,1982-11-24,not available,10,5,Wexford,Loch Garman,8394,
John Browne,Fianna Fail,5891,0.11699999999999999,0.70,0,5,,Male,1982-11-24,not available,10,5,Wexford,Loch Garman,8394,
James Hayes,Non party/Independent,363,0.0072,0.04,0,,,Male,1982-11-24,not available,10,5,Wexford,Loch Garman,8394,
Lorcan Allen,Fianna Fail,5976,0.11869999999999999,0.71,0,,,Male,1982-11-24,not available,10,5,Wexford,Loch Garman,8394,TD
Brendan Howlin,Labour,4962,0.09849999999999999,0.59,0,,,Male,1982-11-24,not available,10,5,Wexford,Loch Garman,8394,
Gus Byrne,Fianna Fail,4895,0.09720000000000001,0.58,0,,,Male,1982-11-24,not available,10,5,Wexford,Loch Garman,8394,
John Roche,Workers',920,0.0183,0.11,0,,,Male,1982-11-24,not available,10,5,Wexford,Loch Garman,8394,
Liam Kavanagh,Labour,7681,0.18289999999999998,0.91,0,1,,Male,1982-11-24,not available,9,4,Wicklow,Cill Mhantain,8400,
Gemma Hussey,Fine Gael,7552,0.17980000000000002,0.90,0,2,,Female,1982-11-24,not available,9,4,Wicklow,Cill Mhantain,8400,
Godfrey Timmins,Fine Gael,7886,0.18780000000000002,0.94,0,3,,Male,1982-11-24,not available,9,4,Wicklow,Cill Mhantain,8400,
Paudge Brennan,Fianna Fail,5806,0.1383,0.69,0,4,,Male,1982-11-24,not available,9,4,Wicklow,Cill Mhantain,8400,
Ciaran Murphy,Fianna Fail,4938,0.1176,0.59,0,,,Male,1982-11-24,not available,9,4,Wicklow,Cill Mhantain,8400,
Declan Connolly,Fianna Fail,2614,0.0622,0.31,0,,,Male,1982-11-24,not available,9,4,Wicklow,Cill Mhantain,8400,
Liam de Siuin,Non party/Independent,463,0.011000000000000001,0.06,0,,,Male,1982-11-24,not available,9,4,Wicklow,Cill Mhantain,8400,
John Fox,Fianna Fail,1624,0.0387,0.19,0,,,Male,1982-11-24,not available,9,4,Wicklow,Cill Mhantain,8400,
John McManus,Workers',3431,0.0817,0.41,0,,,Male,1982-11-24,not available,9,4,Wicklow,Cill Mhantain,8400,
Liam Aylward,Fianna Fail,10773,0.18739999999999998,1.12,0,1,,Male,1987-02-17,not available,10,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,9581,
M J Nolan,Fianna Fail,9319,0.16210000000000002,0.97,0,2,,Male,1987-02-17,not available,10,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,9581,
Seamus Pattison,Labour,7358,0.128,0.77,0,3,,Male,1987-02-17,not available,10,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,9581,
Kieran Crotty,Fine Gael,5107,0.0888,0.53,0,4,,Male,1987-02-17,not available,10,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,9581,
Martin Gibbons,Progressive Democrats,4511,0.0785,0.47,0,5,,Male,1987-02-17,not available,10,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,9581,
Michael Kearns,Progressive Democrats,3552,0.061799999999999994,0.37,0,,,Male,1987-02-17,not available,10,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,9581,
John Browne,Fine Gael,4390,0.0764,0.46,0,,,Male,1987-02-17,not available,10,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,9581,
Joseph Butler,Workers',1664,0.028900000000000002,0.17,0,,,Male,1987-02-17,not available,10,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,9581,
Phil Hogan,Fine Gael,5376,0.0935,0.56,0,,,Male,1987-02-17,not available,10,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,9581,
Pat Millea,Fianna Fail,5435,0.09449999999999999,0.57,0,,,Male,1987-02-17,not available,10,5,Carlow Kilkenny,Ceatharlach Cill Chainnigh,9581,
Sile de Valera,Fianna Fail,8530,0.1801,0.90,0,1,,Female,1987-02-17,not available,11,4,Clare,An Clar,9475,
Donal Carey,Fine Gael,8045,0.1698,0.85,0,2,,Male,1987-02-17,not available,11,4,Clare,An Clar,9475,
Brendan Daly,Fianna Fail,7897,0.16670000000000001,0.83,0,3,,Male,1987-02-17,not available,11,4,Clare,An Clar,9475,
Madeleine Taylor Quinn,Fine Gael,5229,0.1104,0.55,0,4,,Female,1987-02-17,not available,11,4,Clare,An Clar,9475,
John O'Rourke,Fianna Fail,3796,0.0801,0.40,0,,,Male,1987-02-17,not available,11,4,Clare,An Clar,9475,
Thomas O'Shaughnessy,Labour,600,0.0127,0.06,0,,,Male,1987-02-17,not available,11,4,Clare,An Clar,9475,
Brigid Makowski,Non party/Independent,644,0.013600000000000001,0.07,0,,,Female,1987-02-17,not available,11,4,Clare,An Clar,9475,
Frank Barrett,Fianna Fail,4799,0.1013,0.51,0,,,Male,1987-02-17,not available,11,4,Clare,An Clar,9475,
David O'Keeffe,Progressive Democrats,3069,0.06480000000000001,0.32,0,,,Male,1987-02-17,not available,11,4,Clare,An Clar,9475,
Thomas Brennan,Non party/Independent,2230,0.0471,0.24,0,,,Male,1987-02-17,not available,11,4,Clare,An Clar,9475,
Thomas Meaney,Progressive Democrats,2534,0.0535,0.27,0,,,Male,1987-02-17,not available,11,4,Clare,An Clar,9475,
Joe Walsh,Fianna Fail,9488,0.2841,1.14,0,1,,Male,1987-02-17,not available,6,3,Cork South West,Corcaigh Thiar Theas,8351,
Jim O'Keeffe,Fine Gael,7814,0.2339,0.94,0,2,,Male,1987-02-17,not available,6,3,Cork South West,Corcaigh Thiar Theas,8351,
P J Sheehan,Fine Gael,6752,0.2021,0.81,0,3,,Male,1987-02-17,not available,6,3,Cork South West,Corcaigh Thiar Theas,8351,
Denis O'Donovan,Fianna Fail,5644,0.16899999999999998,0.68,0,,,Male,1987-02-17,not available,6,3,Cork South West,Corcaigh Thiar Theas,8351,
Ray O'Neill,Progressive Democrats,3570,0.1069,0.43,0,,,Male,1987-02-17,not available,6,3,Cork South West,Corcaigh Thiar Theas,8351,
Stan Davies,Non party/Independent,134,0.004,0.02,0,,,Male,1987-02-17,not available,6,3,Cork South West,Corcaigh Thiar Theas,8351,
Neil T Blaney,Independent Fianna Fail,7720,0.26239999999999997,1.05,0,1,,Male,1987-02-17,not available,8,3,Donegal North East,Dun na nGall Thoir Thuaidh,7356,
Hugh Conaghan,Fianna Fail,7324,0.2489,1.00,0,2,,Male,1987-02-17,not available,8,3,Donegal North East,Dun na nGall Thoir Thuaidh,7356,
Paddy Harte Snr,Fine Gael,6997,0.2378,0.95,0,3,,Male,1987-02-17,not available,8,3,Donegal North East,Dun na nGall Thoir Thuaidh,7356,
Edward Fullerton,Sinn Féin,2365,0.08039999999999999,0.32,0,,,Male,1987-02-17,not available,8,3,Donegal North East,Dun na nGall Thoir Thuaidh,7356,
Kevin Monaghan,Labour,393,0.0134,0.05,0,,,Male,1987-02-17,not available,8,3,Donegal North East,Dun na nGall Thoir Thuaidh,7356,
Joachim A Loughrey,Fine Gael,1737,0.059000000000000004,0.24,0,,,Male,1987-02-17,not available,8,3,Donegal North East,Dun na nGall Thoir Thuaidh,7356,
Michael Brooks,Non party/Independent,696,0.023700000000000002,0.09,0,,,Male,1987-02-17,not available,8,3,Donegal North East,Dun na nGall Thoir Thuaidh,7356,
Ronan Sweeney,Fianna Fail,2188,0.07440000000000001,0.30,0,,,Male,1987-02-17,not available,8,3,Donegal North East,Dun na nGall Thoir Thuaidh,7356,
Bertie Ahern,Fianna Fail,13635,0.2873,1.72,0,1,,Male,1987-02-17,not available,14,5,Dublin Central,Baile Atha Cliath Lar,7910,TD
Tony Gregory,Non party/Independent,7721,0.16269999999999998,0.98,0,2,,Male,1987-02-17,not available,14,5,Dublin Central,Baile Atha Cliath Lar,7910,TD
Michael Keating,Progressive Democrats,6361,0.134,0.80,0,3,,Male,1987-02-17,not available,14,5,Dublin Central,Baile Atha Cliath Lar,7910,TD
John Stafford,Fianna Fail,3966,0.0836,0.50,0,4,,Male,1987-02-17,not available,14,5,Dublin Central,Baile Atha Cliath Lar,7910,
Dermot Fitzpatrick,Fianna Fail,2392,0.0504,0.30,0,5,,Male,1987-02-17,not available,14,5,Dublin Central,Baile Atha Cliath Lar,7910,
Barbara Hyland,Non party/Independent,94,0.002,0.01,0,,,Female,1987-02-17,not available,14,5,Dublin Central,Baile Atha Cliath Lar,7910,
Mary Freehill,Labour,632,0.013300000000000001,0.08,0,,,Female,1987-02-17,not available,14,5,Dublin Central,Baile Atha Cliath Lar,7910,
Michael Jennings,Workers',1463,0.0308,0.18,0,,,Male,1987-02-17,not available,14,5,Dublin Central,Baile Atha Cliath Lar,7910,
Shane Byrne,Fine Gael,1296,0.0273,0.16,0,,,Male,1987-02-17,not available,14,5,Dublin Central,Baile Atha Cliath Lar,7910,
Luke Belton,Fine Gael,2034,0.0429,0.26,0,,,Male,1987-02-17,not available,14,5,Dublin Central,Baile Atha Cliath Lar,7910,
Joe Costello,Labour,767,0.016200000000000003,0.10,0,,,Male,1987-02-17,not available,14,5,Dublin Central,Baile Atha Cliath Lar,7910,
Dr Pat Lee,Fine Gael,2643,0.0557,0.33,0,,,Male,1987-02-17,not available,14,5,Dublin Central,Baile Atha Cliath Lar,7910,
Christy Burke,Sinn Féin,2501,0.0527,0.32,0,,,Male,1987-02-17,not available,14,5,Dublin Central,Baile Atha Cliath Lar,7910,
Alice Glenn,Non party/Independent,1951,0.041100000000000005,0.25,0,,,Female,1987-02-17,not available,14,5,Dublin Central,Baile Atha Cliath Lar,7910,
Charles Haughey,Fianna Fail,12986,0.3025,1.51,0,1,,Male,1987-02-17,not available,13,4,Dublin North Central,Baile Atha Cliath Thuaidh Lar,8585,
Vincent Brady,Fianna Fail,4454,0.1038,0.52,0,2,,Male,1987-02-17,not available,13,4,Dublin North Central,Baile Atha Cliath Thuaidh Lar,8585,
Richard Bruton,Fine Gael,5196,0.1211,0.61,0,3,,Male,1987-02-17,not available,13,4,Dublin North Central,Baile Atha Cliath Thuaidh Lar,8585,
George Birmingham,Fine Gael,5201,0.12119999999999999,0.61,0,4,,Male,1987-02-17,not available,13,4,Dublin North Central,Baile Atha Cliath Thuaidh Lar,8585,
Seán Loftus,Non party/Independent,1341,0.031200000000000002,0.16,0,,,Male,1987-02-17,not available,13,4,Dublin North Central,Baile Atha Cliath Thuaidh Lar,8585,
Austin McCoy,Non party/Independent,111,0.0026,0.01,0,,,Male,1987-02-17,not available,13,4,Dublin North Central,Baile Atha Cliath Thuaidh Lar,8585,
Triona Dooney,Workers',1643,0.0383,0.19,0,,,Female,1987-02-17,not available,13,4,Dublin North Central,Baile Atha Cliath Thuaidh Lar,8585,
Barbara Hyland,Non party/Independent,73,0.0017000000000000001,0.01,0,,,Female,1987-02-17,not available,13,4,Dublin North Central,Baile Atha Cliath Thuaidh Lar,8585,
Flor O'Mahony,Labour,2973,0.0693,0.35,0,,,Male,1987-02-17,not available,13,4,Dublin North Central,Baile Atha Cliath Thuaidh Lar,8585,
Ivor Callely,Fianna Fail,3904,0.091,0.45,0,,,Male,1987-02-17,not available,13,4,Dublin North Central,Baile Atha Cliath Thuaidh Lar,8585,
Ciaran MacCormaic,Sinn Féin,779,0.0181,0.09,0,,,Male,1987-02-17,not available,13,4,Dublin North Central,Baile Atha Cliath Thuaidh Lar,8585,
James O'Hanrahan,Progressive Democrats,3582,0.0834,0.42,0,,,Male,1987-02-17,not available,13,4,Dublin North Central,Baile Atha Cliath Thuaidh Lar,8585,
Philip O'Connor,Democratic Socialist,681,0.0159,0.08,0,,,Male,1987-02-17,not available,13,4,Dublin North Central,Baile Atha Cliath Thuaidh Lar,8585,
Liam Fitzgerald,Fianna Fail,6378,0.1666,0.83,0,1,,Male,1987-02-17,not available,13,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,7656,
Michael Joe Cosgrave,Fine Gael,3658,0.0956,0.48,0,2,,Male,1987-02-17,not available,13,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,7656,
Michael Woods,Fianna Fail,5927,0.1548,0.77,0,3,,Male,1987-02-17,not available,13,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,7656,
Pat McCartan,Workers',3297,0.0861,0.43,0,4,,Male,1987-02-17,not available,13,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,7656,
Seán Kenny,Labour,2227,0.0582,0.29,0,,,Male,1987-02-17,not available,13,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,7656,
Neil Holman,Progressive Democrats,2691,0.0703,0.35,0,,,Male,1987-02-17,not available,13,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,7656,
Ned Brennan,Fianna Fail,3136,0.0819,0.41,0,,,Male,1987-02-17,not available,13,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,7656,
Barbara Hyland,Non party/Independent,109,0.0028000000000000004,0.01,0,,,Female,1987-02-17,not available,13,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,7656,
Paddy Healy,Non party/Independent,430,0.011200000000000002,0.06,0,,,Male,1987-02-17,not available,13,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,7656,
Pamela Kane,Sinn Féin,655,0.0171,0.09,0,,,Female,1987-02-17,not available,13,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,7656,
Maurice Manning,Fine Gael,3585,0.09369999999999999,0.47,0,,,Male,1987-02-17,not available,13,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,7656,
Seán Haughey,Fianna Fail,4222,0.1103,0.55,0,,,Male,1987-02-17,not available,13,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,7656,
Martin McGettigan,Progressive Democrats,1964,0.0513,0.26,0,,,Male,1987-02-17,not available,13,4,Dublin North East,Baile Atha Cliath Thoir Thuaidh,7656,
Proinsias de Rossa,Workers',6866,0.19829999999999998,0.99,0,1,,Male,1987-02-17,not available,14,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,6925,
Michael Barrett,Fianna Fail,6698,0.1935,0.97,0,2,,Male,1987-02-17,not available,14,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,6925,
Jim Tunney,Fianna Fail,6591,0.19039999999999999,0.95,0,3,,Male,1987-02-17,not available,14,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,6925,
Mary Flaherty,Fine Gael,4662,0.13470000000000001,0.67,0,4,,Female,1987-02-17,not available,14,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,6925,TD
Alison Larkin,Non party/Independent,504,0.0146,0.07,0,,,Female,1987-02-17,not available,14,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,6925,
Pat Carey,Fianna Fail,3448,0.09960000000000001,0.50,0,,,Male,1987-02-17,not available,14,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,6925,
Niall Donnelly,Sinn Féin,423,0.012199999999999999,0.06,0,,,Male,1987-02-17,not available,14,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,6925,
K Philomena Donnelly,Workers',614,0.0177,0.09,0,,,Female,1987-02-17,not available,14,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,6925,
Dr Bill Tormey,Labour,1370,0.039599999999999996,0.20,0,,,Male,1987-02-17,not available,14,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,6925,
Barbara Hyland,Non party/Independent,33,0.001,0.00,0,,,Female,1987-02-17,not available,14,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,6925,
Harry Fleming,Sinn Féin,642,0.018500000000000003,0.09,0,,,Male,1987-02-17,not available,14,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,6925,
Agnes Cox,Non party/Independent,844,0.024399999999999998,0.12,0,,,Female,1987-02-17,not available,14,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,6925,
Thomas Farrell,Fine Gael,1831,0.0529,0.26,0,,,Male,1987-02-17,not available,14,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,6925,
Gerard Doolan,Non party/Independent,95,0.0027,0.01,0,,,Male,1987-02-17,not available,14,4,Dublin North West,Baile Atha Cliath Thiar Thuaidh,6925,
Ben Briscoe,Fianna Fail,9582,0.18539999999999998,1.11,0,1,,Male,1987-02-17,not available,13,5,Dublin South Central,Baile Atha Cliath Theas Lar,8616,
Gay Mitchell,Fine Gael,8107,0.1568,0.94,0,2,,Male,1987-02-17,not available,13,5,Dublin South Central,Baile Atha Cliath Theas Lar,8616,
Fergus O'Brien,Fine Gael,6160,0.1192,0.71,0,3,,Male,1987-02-17,not available,13,5,Dublin South Central,Baile Atha Cliath Theas Lar,8616,
Frank Cluskey,Labour,4701,0.0909,0.55,0,4,,Male,1987-02-17,not available,13,5,Dublin South Central,Baile Atha Cliath Theas Lar,8616,
Mary Mooney,Fianna Fail,5656,0.1094,0.66,0,5,,Female,1987-02-17,not available,13,5,Dublin South Central,Baile Atha Cliath Theas Lar,8616,
Ronald McBrien,Progressive Democrats,5212,0.1008,0.60,0,,,Male,1987-02-17,not available,13,5,Dublin South Central,Baile Atha Cliath Theas Lar,8616,
Dr John O'Connell,Fianna Fail,5911,0.1144,0.69,0,,,Male,1987-02-17,not available,13,5,Dublin South Central,Baile Atha Cliath Theas Lar,8616,
Michael Wall,Non party/Independent,102,0.002,0.01,0,,,Male,1987-02-17,not available,13,5,Dublin South Central,Baile Atha Cliath Theas Lar,8616,
Deirdre Buggle,Non party/Independent,186,0.0036,0.02,0,,,Female,1987-02-17,not available,13,5,Dublin South Central,Baile Atha Cliath Theas Lar,8616,
Eric Byrne,Workers',3946,0.07629999999999999,0.46,0,,,Male,1987-02-17,not available,13,5,Dublin South Central,Baile Atha Cliath Theas Lar,8616,
Timothy Cahill,Non party/Independent,711,0.0138,0.08,0,,,Male,1987-02-17,not available,13,5,Dublin South Central,Baile Atha Cliath Theas Lar,8616,
Barbara Hyland,Non party/Independent,152,0.0029,0.02,0,,,Female,1987-02-17,not available,13,5,Dublin South Central,Baile Atha Cliath Theas Lar,8616,
Micheál O Muireagain,Sinn Féin,1266,0.0245,0.15,0,,,Male,1987-02-17,not available,13,5,Dublin South Central,Baile Atha Cliath Theas Lar,8616,
Garret Fitzgerald,Fine Gael,8068,0.2108,1.05,0,1,,Male,1987-02-17,not available,16,4,Dublin South East,Baile Atha Cliath Thoir Theas,7655,
Gerard Brady,Fianna Fail,5560,0.14529999999999998,0.73,0,2,,Male,1987-02-17,not available,16,4,Dublin South East,Baile Atha Cliath Thoir Theas,7655,
Michael McDowell,Progressive Democrats,5961,0.1558,0.78,0,3,,Male,1987-02-17,not available,16,4,Dublin South East,Baile Atha Cliath Thoir Theas,7655,
Ruairi Quinn,Labour,3480,0.0909,0.45,0,4,,Male,1987-02-17,not available,16,4,Dublin South East,Baile Atha Cliath Thoir Theas,7655,
Joe Doyle,Fine Gael,3323,0.0868,0.43,0,,,Male,1987-02-17,not available,16,4,Dublin South East,Baile Atha Cliath Thoir Theas,7655,
Michael Donnelly,Fianna Fail,2838,0.0742,0.37,0,,,Male,1987-02-17,not available,16,4,Dublin South East,Baile Atha Cliath Thoir Theas,7655,
Maire Mullarney,Green Alliance/Comhaontas Glas,1094,0.0286,0.14,0,,,Female,1987-02-17,not available,16,4,Dublin South East,Baile Atha Cliath Thoir Theas,7655,
Mary McAleese,Fianna Fail,2243,0.058600000000000006,0.29,0,,,Female,1987-02-17,not available,16,4,Dublin South East,Baile Atha Cliath Thoir Theas,7655,
Eoin Ryan Jnr,Fianna Fail,1881,0.0492,0.25,0,,,Male,1987-02-17,not available,16,4,Dublin South East,Baile Atha Cliath Thoir Theas,7655,
William Egan,Fine Gael,860,0.0225,0.11,0,,,Male,1987-02-17,not available,16,4,Dublin South East,Baile Atha Cliath Thoir Theas,7655,
Andy Smith,Workers',1250,0.0327,0.16,0,,,Male,1987-02-17,not available,16,4,Dublin South East,Baile Atha Cliath Thoir Theas,7655,
Aengus O Snodaigh,Sinn Féin,811,0.0212,0.11,0,,,Male,1987-02-17,not available,16,4,Dublin South East,Baile Atha Cliath Thoir Theas,7655,
Gerry Brennan,Non party/Independent,147,0.0038,0.02,0,,,Male,1987-02-17,not available,16,4,Dublin South East,Baile Atha Cliath Thoir Theas,7655,
Patrick Clarke,Non party/Independent,29,0.0008,0.00,0,,,Male,1987-02-17,not available,16,4,Dublin South East,Baile Atha Cliath Thoir Theas,7655,
Barbara Hyland,Non party/Independent,65,0.0017000000000000001,0.01,0,,,Female,1987-02-17,not available,16,4,Dublin South East,Baile Atha Cliath Thoir Theas,7655,
Tom Crilly,Workers',660,0.0172,0.09,0,,,Male,1987-02-17,not available,16,4,Dublin South East,Baile Atha Cliath Thoir Theas,7655,
Mary Harney,Progressive Democrats,8169,0.1971,0.99,0,1,,Female,1987-02-17,not available,15,4,Dublin South West,Baile Atha Cliath Thiar Theas,8291,TD
Chris Flood,Fianna Fail,8082,0.195,0.97,0,2,,Male,1987-02-17,not available,15,4,Dublin South West,Baile Atha Cliath Thiar Theas,8291,
Seán Walsh,Fianna Fail,7922,0.1911,0.96,0,3,,Male,1987-02-17,not available,15,4,Dublin South West,Baile Atha Cliath Thiar Theas,8291,TD
Mervyn Taylor,Labour,4607,0.11109999999999999,0.56,0,4,,Male,1987-02-17,not available,15,4,Dublin South West,Baile Atha Cliath Thiar Theas,8291,TD
Breda Cass,Fine Gael,1187,0.0286,0.14,0,,,Female,1987-02-17,not available,15,4,Dublin South West,Baile Atha Cliath Thiar Theas,8291,
Eamonn Walsh,Labour,458,0.011000000000000001,0.06,0,,,Male,1987-02-17,not available,15,4,Dublin South West,Baile Atha Cliath Thiar Theas,8291,
Larry McMahon,Fine Gael,3407,0.08220000000000001,0.41,0,,,Male,1987-02-17,not available,15,4,Dublin South West,Baile Atha Cliath Thiar Theas,8291,
Diarmuid O'Flanagan,Non party/Independent,64,0.0015,0.01,0,,,Male,1987-02-17,not available,15,4,Dublin South West,Baile Atha Cliath Thiar Theas,8291,
Barbara Hyland,Non party/Independent,71,0.0017000000000000001,0.01,0,,,Female,1987-02-17,not available,15,4,Dublin South West,Baile Atha Cliath Thiar Theas,8291,
Pat Rabbitte,Workers',5086,0.12269999999999999,0.61,0,,,Male,1987-02-17,not available,15,4,Dublin South West,Baile Atha Cliath Thiar Theas,8291,
Gerry Jago,Non party/Independent,143,0.0034000000000000002,0.02,0,,,Male,1987-02-17,not available,15,4,Dublin South West,Baile Atha Cliath Thiar Theas,8291,
John Noonan,Sinn Féin,1001,0.0241,0.12,0,,,Male,1987-02-17,not available,15,4,Dublin South West,Baile Atha Cliath Thiar Theas,8291,
Christopher Dunne,Sinn Féin,378,0.0091,0.05,0,,,Male,1987-02-17,not available,15,4,Dublin South West,Baile Atha Cliath Thiar Theas,8291,
Therese Ridge,Fine Gael,656,0.0158,0.08,0,,,Female,1987-02-17,not available,15,4,Dublin South West,Baile Atha Cliath Thiar Theas,8291,
Eamonn Maloney,Democratic Socialist,223,0.0054,0.03,0,,,Male,1987-02-17,not available,15,4,Dublin South West,Baile Atha Cliath Thiar Theas,8291,
Bobby Molloy,Progressive Democrats,9216,0.1747,1.05,0,1,,Male,1987-02-17,not available,17,5,Galway West,Gaillimh Thiar,8794,
Frank Fahey,Fianna Fail,6488,0.12300000000000001,0.74,0,2,,Male,1987-02-17,not available,17,5,Galway West,Gaillimh Thiar,8794,
John F Donnellan,Fine Gael,4476,0.0848,0.51,0,3,,Male,1987-02-17,not available,17,5,Galway West,Gaillimh Thiar,8794,
Michael D Higgins,Labour,3878,0.0735,0.44,0,4,,Male,1987-02-17,not available,17,5,Galway West,Gaillimh Thiar,8794,
Maire Geoghegan Quinn,Fianna Fail,4607,0.0873,0.52,0,5,,Female,1987-02-17,not available,17,5,Galway West,Gaillimh Thiar,8794,
Margaret Sweeney,Non party/Independent,511,0.0097,0.06,0,,,Female,1987-02-17,not available,17,5,Galway West,Gaillimh Thiar,8794,
Peadar O Tuathail,Non party/Independent,1724,0.0327,0.20,0,,,Male,1987-02-17,not available,17,5,Galway West,Gaillimh Thiar,8794,
Michael Fahy,Non party/Independent,3139,0.059500000000000004,0.36,0,,,Male,1987-02-17,not available,17,5,Galway West,Gaillimh Thiar,8794,
Mark Killilea Jnr,Fianna Fail,5053,0.0958,0.57,0,,,Male,1987-02-17,not available,17,5,Galway West,Gaillimh Thiar,8794,
Michael O'Neill,Progressive Democrats,2144,0.0406,0.24,0,,,Male,1987-02-17,not available,17,5,Galway West,Gaillimh Thiar,8794,
James Brick,Workers',1567,0.0297,0.18,0,,,Male,1987-02-17,not available,17,5,Galway West,Gaillimh Thiar,8794,
Fintan Coogan Jnr,Fine Gael,4206,0.0797,0.48,0,,,Male,1987-02-17,not available,17,5,Galway West,Gaillimh Thiar,8794,
Eamon O Cuiv,Fianna Fail,3831,0.0726,0.44,0,,,Male,1987-02-17,not available,17,5,Galway West,Gaillimh Thiar,8794,
Dermot Shanley,Non party/Independent,41,0.0008,0.00,0,,,Male,1987-02-17,not available,17,5,Galway West,Gaillimh Thiar,8794,
Brian Mannion,Non party/Independent,101,0.0019,0.01,0,,,Male,1987-02-17,not available,17,5,Galway West,Gaillimh Thiar,8794,
Mary Duffy,Non party/Independent,862,0.0163,0.10,0,,,Female,1987-02-17,not available,17,5,Galway West,Gaillimh Thiar,8794,
John O'Malley,Fine Gael,918,0.0174,0.10,0,,,Male,1987-02-17,not available,17,5,Galway West,Gaillimh Thiar,8794,
Jimmy Deenihan,Fine Gael,10087,0.2902,1.16,0,1,,Male,1987-02-17,not available,7,3,Kerry North,Ciarrai Thuaidh,8692,
Denis Foley,Fianna Fail,7611,0.2189,0.88,0,2,,Male,1987-02-17,not available,7,3,Kerry North,Ciarrai Thuaidh,8692,
Dick Spring,Labour,6739,0.1938,0.78,0,3,,Male,1987-02-17,not available,7,3,Kerry North,Ciarrai Thuaidh,8692,
Declan Finucane,Sinn Féin,668,0.0192,0.08,0,,,Male,1987-02-17,not available,7,3,Kerry North,Ciarrai Thuaidh,8692,
Dan Kiely,Fianna Fail,2939,0.08449999999999999,0.34,0,,,Male,1987-02-17,not available,7,3,Kerry North,Ciarrai Thuaidh,8692,
Thomas McEllistrim,Fianna Fail,6161,0.1772,0.71,0,,,Male,1987-02-17,not available,7,3,Kerry North,Ciarrai Thuaidh,8692,
William Leen,Sinn Féin,559,0.0161,0.06,0,,,Male,1987-02-17,not available,7,3,Kerry North,Ciarrai Thuaidh,8692,
John O'Leary,Fianna Fail,7839,0.23600000000000002,0.94,0,1,,Male,1987-02-17,not available,10,3,Kerry South,Ciarrai Theas,8303,
John O'Donoghue,Fianna Fail,5606,0.16879999999999998,0.68,0,2,,Male,1987-02-17,not available,10,3,Kerry South,Ciarrai Theas,8303,
Michael Begley,Fine Gael,5036,0.1516,0.61,0,3,,Male,1987-02-17,not available,10,3,Kerry South,Ciarrai Theas,8303,
Denis Sheahan,Fine Gael,910,0.0274,0.11,0,,,Male,1987-02-17,not available,10,3,Kerry South,Ciarrai Theas,8303,
